name,id,classification,mass,year,latitude,longitude
Klamath Falls,12330,"Iron, IIIF",17000.0,1952.0,42.16667,-121.85
Knowles,12334,"Iron, IIIAB",161000.0,1903.0,36.9,-100.21667
Kodaikanal,12338,"Iron, IIE",15900.0,1898.0,10.26667,77.4
Kokstad,12341,"Iron, IIIE",341000.0,1884.0,-30.55,29.41667
Koltsovo,30742,H4,20020.0,2004.0,54.7505,36.978
Kopjes Vlei,12345,"Iron, IIAB",13600.0,1914.0,-29.3,21.15
Korra Korrabes,12347,H3,140000.0,1996.0,-25.2,18.08333
Kouga Mountains,12352,"Iron, IIIAB",1173000.0,1903.0,-33.61667,24.0
Krasnojarsk,12356,"Pallasite, PMG-an",700000.0,1749.0,54.9,91.8
Kress (a),12358,L6,12500.0,1951.0,34.35833,-101.73
Kulnine,12372,L6,55300.0,1886.0,-34.15,141.78333
Kumerina,12375,"Iron, IIC",53500.0,1937.0,-24.91667,119.41667
Kumtag,49512,H5,26000.0,2008.0,41.66889,93.17306
Kyancutta,12386,"Iron, IIIAB",32700.0,1932.0,-33.28333,136.0
La Caille,12393,"Iron, ungrouped",626000.0,1828.0,43.73333,6.78333
La Grange,12399,"Iron, IVA",50800.0,1860.0,38.4,-85.36667
La Lande,12400,L5,30000.0,1933.0,34.45,-104.13333
La Porte,12401,"Iron, IIIAB",14540.0,1900.0,41.6,-86.71667
La Primitiva,12402,"Iron, IIG",27400.0,1888.0,-19.91667,-69.81667
La Villa,12405,H4,19800.0,1956.0,26.27167,-97.90167
Ladder Creek,12410,L6,35100.0,1937.0,38.61667,-101.63333
Laguna Manantiales,12413,Iron,92000.0,1945.0,-48.58333,-67.41667
Lahmada 009,12422,H3-6,70000.0,1999.0,27.16667,-9.5
Lahoma,12432,L5,21800.0,1963.0,36.38333,-98.08333
Lake Brown,12437,L6,23400.0,1919.0,-31.0,118.5
Lake Grace,12443,L6,10500.0,1956.0,-33.06667,118.21667
Lake Labyrinth,12444,LL6,25850.0,1924.0,-30.53333,134.75
Lake Murray,12446,"Iron, IIAB",270000.0,1933.0,34.1,-97.0
Lakewood,12450,L6,46500.0,1955.0,32.62972,-104.35
Lamesa,12452,"Iron, IAB-sLM",16900.0,1981.0,32.88333,-101.88333
Lamont,12453,Mesosiderite,38690.0,1940.0,38.07778,-96.02639
Lancaster County,12454,Iron,13000.0,1903.0,40.66667,-96.75
Landes,12457,"Iron, IAB-MG",69800.0,1930.0,38.9,-79.18333
Lanton,12463,"Iron, IIIAB",13780.0,1932.0,36.53333,-91.8
Larned,50998,Aubrite-an,28100.0,1977.0,38.1995,-99.162
Lazarev,12745,"Iron, ungrouped",10000.0,1961.0,-71.95,11.5
Lenarto,12763,"Iron, IIIAB",108500.0,1814.0,49.0,21.0
Leon,12764,H5,30000.0,1943.0,37.66667,-96.76667
Lewis Cliff 85319,12789,H5,11491.0,1985.0,-84.26398,161.39532
Lewis Cliff 85320,12790,H5,110224.0,1985.0,-84.26223,161.41628
Liangcheng,14645,"Iron, IIIAB",200000.0,1959.0,40.5,112.5
Lime Creek,14651,"Iron, IAB-ung",20000.0,1834.0,31.55,-87.51667
Linwood,14657,"Iron, IAB-MG",46000.0,1940.0,41.43333,-96.96667
Lismore,14660,"Iron, IIIAB?",10000.0,1959.0,-35.95,143.33333
Little River (b),14666,H4/5,11700.0,1965.0,38.44,-98.06667
Littlerock,14667,H6,19050.0,1979.0,34.51667,-117.98333
Lixian,56075,"Iron, IIAB",43000.0,2005.0,29.85167,111.59833
Locust Grove,14673,"Iron, IIAB",10000.0,1857.0,33.33333,-84.1
Lone Tree,14683,H4,20676.0,1971.0,41.5,-91.47917
Lonewolf Nunataks 94104,14688,H6,10172.0,1994.0,-81.33333,152.83333
Long Island,14694,L6,564000.0,1891.0,39.93333,-99.6
Longchang,14695,"Iron, IVA-an",158500.0,1781.0,29.3,105.3
Longtian,14696,"Iron, IIIAB",350000.0,1991.0,27.35,108.5
Loreto,14705,"Iron, IIIAB",94800.0,1896.0,26.01667,-111.36667
Los Reyes,14709,"Iron, IIIAB",19500.0,1897.0,19.26667,-97.28333
Los Sauces,14710,Iron,997000.0,1937.0,-29.41667,-66.85
Los Vientos 002,54617,L6,30750.0,2010.0,-24.68333,-69.76667
Los Vientos 003,54618,H5,25450.0,2011.0,-24.68333,-69.76667
Los Vientos 004,54619,H5,29300.0,2011.0,-24.68333,-69.76667
Los Vientos 028,57338,H~5,12110.0,2012.0,-24.68333,-69.76667
Lucky Hill,14749,"Iron, IIIAB",20500.0,1885.0,17.9,-77.63333
Lueders,14750,"Iron, IAB-MG",35400.0,1973.0,32.83611,-99.60417
Lutschaunig's Stone,14762,L6,100000.0,1861.0,-27.0,-70.0
Macy,15378,L6,42000.0,1984.0,34.21667,-103.91667
Madoc,15381,"Iron, IIIAB",168000.0,1854.0,44.5,-77.46667
Mafuta,15384,"Iron, IID",71500.0,1984.0,-16.9025,30.40722
Magura,15388,"Iron, IAB-MG",150000.0,1840.0,49.33333,19.48333
Maltahöhe,15399,"Iron, IAB-sLM",22270.0,1991.0,-24.91667,16.98333
Manitouwabing,15406,"Iron, IIIAB",39000.0,1962.0,45.44,-79.87556
Manlai,15407,"Iron, ungrouped",166800.0,1954.0,44.33333,106.5
Mantos Blancos,15408,"Iron, IVA",10300.0,1876.0,-23.45,-70.11667
Mapleton,15410,"Iron, IIIAB",49000.0,1939.0,42.18333,-95.71667
Maria da Fé,15416,"Iron, IVA",18000.0,1987.0,-22.3,-45.36667
Maria Elena (1935),15417,"Iron, IVA",15500.0,1935.0,-22.33333,-69.66667
Markovka,15427,H4,54200.0,1967.0,52.4,79.8
Marlow,15428,L5,68000.0,1936.0,34.6,-97.91667
Maslyanino,15439,"Iron, IAB complex",26000.0,1992.0,54.25,84.33333
Mayerthorpe,15449,"Iron, IAB complex",12610.0,1964.0,53.775,-115.03333
Mayfield,15450,H4,38400.0,1972.0,37.30833,-97.545
Mayodan,15452,"Iron, IIAB",15400.0,1920.0,36.38333,-79.86667
Mbosi,15456,"Iron, ungrouped",16000000.0,1930.0,-9.11667,33.06667
McKenzie Draw (a),15461,H4,11800.0,1989.0,32.925,-102.625
McKinney,15463,L4,150000.0,1870.0,33.18333,-96.71667
Mejillones,15472,"Iron, IIAB",14830.0,1875.0,-23.1,-70.5
Melrose (a),15475,L5,36400.0,1933.0,34.38333,-103.61667
Merceditas,15487,"Iron, IIIAB",42900.0,1884.0,-26.33333,-70.28333
Meteorite Hills 01005,16238,L5,19000.0,2001.0,-79.68333,159.75
Meteorite Hills A78028,16624,L6,20657.0,1978.0,-79.68333,155.75
Miami,16630,H5,57700.0,1930.0,35.66667,-100.6
Miles,16641,"Iron, IIE",265000.0,1992.0,-27.83333,150.33333
Millarville,16642,"Iron, IVA",15636.0,1977.0,50.79722,-114.30944
Millen,16644,H4,40800.0,1975.0,32.83528,-81.87389
Mills,16687,H6,88000.0,1970.0,36.23,-104.11889
Milly Milly,16688,"Iron, IIIAB",26500.0,1921.0,-26.11667,116.66667
Mincy,16694,Mesosiderite-B4,89400.0,1857.0,36.55,-93.1
Mission,16704,L,12000.0,1949.0,43.31667,-100.76667
Misteca,16705,"Iron, ungrouped",10000.0,1804.0,16.8,-97.1
Molong,16716,"Pallasite, PMG",104000.0,1912.0,-33.28333,148.88333
Monahans (1938),16718,"Iron, IIF",27900.0,1938.0,31.48333,-102.88333
Mont Dieu,16722,"Iron, ungrouped",360000.0,1994.0,49.55,4.86667
Moonbi,16734,"Iron, IIIF",13200.0,1892.0,-30.91667,151.28333
Moorabie,16735,L3.8-an,14040.0,1965.0,-30.01667,141.06667
Moorumbunna,16739,"Iron, IIIAB",77000.0,1943.0,-28.91667,136.25
Morasko,16741,"Iron, IAB-MG",290000.0,1914.0,52.46667,16.9
Morito,16745,"Iron, IIIAB",10100000.0,1600.0,27.05,-105.43333
Morland,16746,H6,295000.0,1890.0,39.33333,-100.06667
Morristown,16750,Mesosiderite-A3,16300.0,1887.0,36.2,-83.38333
Morrow County,51707,L6,18200.0,1999.0,45.5,-119.5
Mossgiel,16758,L4,32383.0,1967.0,-33.31667,144.78333
Mount Ayliff,16763,"Iron, IAB-MG",13600.0,1907.0,-30.81667,29.35
Mount Baldr A76002,16765,H6,13773.0,1976.0,-77.58389,160.37361
Mount Dooling,16771,"Iron, IC",734000.0,1909.0,-29.45,119.71667
Mount Dyrring,16772,Pallasite,11300.0,1903.0,-32.33333,151.2
Mount Edith,16773,"Iron, IIIAB",326000.0,1913.0,-22.5,116.16667
Mount Egerton,16774,Aubrite-an,22000.0,1941.0,-24.76667,117.7
Mount Joy,16779,"Iron, IIAB",384000.0,1887.0,39.78333,-77.21667
Mount Magnet,16780,"Iron, IAB-sHH",16600.0,1916.0,-28.16667,118.5
Mount Padbury,16785,Mesosiderite-A1,272000.0,1964.0,-25.66667,118.1
Mount Sir Charles,16803,"Iron, IVA",22900.0,1942.0,-23.83333,134.03333
Mount Vernon,16806,"Pallasite, PMG",159000.0,1868.0,36.93333,-87.4
Mrirt,16819,Iron,79900.0,1937.0,33.13333,-5.56667
Mud Dry Lake,16840,H3,18255.0,2002.0,37.8594,-117.02097
Muenatauray,16842,"Iron, IIAB",30000.0,1960.0,4.9,-61.2
Mulga (north),16847,H6,19900.0,1964.0,-30.18333,126.36667
Mundrabilla,16852,"Iron, IAB-ung",24000000.0,1911.0,-30.78333,127.55
Mungindi,16872,"Iron, IAB-sLM",51300.0,1897.0,-28.93333,148.95
Muonionalusta,16873,"Iron, IVA",230000.0,1906.0,67.8,23.1
Murnpeowie,16878,"Iron, IC",1143000.0,1909.0,-29.58333,139.9
Muslyumovo,16884,H4,10580.0,1964.0,55.3,53.2
Nahuel Niyeu,50766,H5,10540.0,2005.0,-40.53333,-66.63333
Nantan,16906,"Iron, IAB-MG",9500000.0,1958.0,25.1,107.7
Narraburra,16915,"Iron, IIIAB",32200.0,1855.0,-34.25,147.7
Naryilco,16918,LL6,27000.0,1975.0,-28.6,141.15
Nashville (iron),16920,Iron,18000.0,1934.0,35.96667,-77.96667
Nashville (stone),16921,L6,25000.0,1939.0,37.45,-98.41667
Navajo,16926,"Iron, IIAB",2184000.0,1921.0,35.33333,-109.5
Nazareth (e),16932,H6,13100.0,1977.0,34.58333,-102.05
Nazareth (iron),16933,"Iron, IIIAB",11310.0,1968.0,34.52667,-102.105
Needles,16936,"Iron, IID",45300.0,1962.0,34.44417,-114.8325
Neenach,16938,L6,13800.0,1948.0,34.8,-118.5
Negrillos,16939,"Iron, IIAB",28500.0,1936.0,-19.88333,-69.83333
Nelson County,16942,"Iron, IIIF",73030.0,1856.0,37.75,-85.5
Nenntmannsdorf,16943,"Iron, IIAB",12500.0,1872.0,50.96667,13.95
Ness County (1894),16946,L6,82000.0,1894.0,38.5,-99.6
Netschaëvo,16949,"Iron, IIE-an",250000.0,1846.0,54.23333,35.15
New Baltimore,16952,"Iron, ungrouped",20000.0,1922.0,40.0,-78.85
New Leipzig,16955,"Iron, IAB-MG",20000.0,1936.0,46.36667,-101.95
Nicolás Levalle,52413,L5,60000.0,1956.0,-38.85028,-62.87889
Nocoleche,16987,"Iron, IC-an",20000.0,1895.0,-29.86667,144.21667
Nordheim,16992,"Iron, ungrouped",15150.0,1932.0,28.86667,-97.61667
Norfolk,16993,"Iron, IIIAB",23000.0,1907.0,36.9,-76.3
Norquín,16996,"Iron, IIIAB",19250.0,1945.0,-37.71667,-70.61667
North Chile,17001,"Iron, IIAB",300000.0,1875.0,-23.0,-69.0
Northbranch,17010,H5,76000.0,1972.0,39.99167,-98.34167
Northwest Africa 1581,17340,L6,50200.0,2001.0,31.38333,-4.25
Northwest Africa 6203,51736,"Iron, IAB-MG",35400.0,2008.0,30.51667,-4.3
Northwest Africa 6903,53891,"Iron, IIIAB",50000.0,2008.0,32.37167,-6.36
Nova Petropolis,17928,"Iron, IIIAB",305000.0,1967.0,-29.43333,-50.91667
Novosibirsk,17932,H5/6,11410.0,1978.0,55.0,82.9
Nullarbor 001,17941,H5,40000.0,1935.0,-31.0,132.0
Oakley (iron),17972,"Iron, IIIF",111000.0,1926.0,42.33333,-113.7
Oakley (stone),17973,H6,27700.0,1895.0,38.95,-101.01667
Obernkirchen,17976,"Iron, IVA",41000.0,1863.0,52.26667,9.1
Ocotillo,17980,"Iron, IAB-MG",28570.0,1990.0,32.83333,-116.06667
Odessa (iron),17985,"Iron, IAB-MG",1600000.0,1922.0,31.71667,-102.4
O'Donnell,17987,H5,12700.0,1992.0,32.91217,-101.91867
Old Woman,18007,"Iron, IIAB",2753000.0,1976.0,34.46667,-115.23333
Opava,18021,Iron,14300.0,1925.0,49.96667,17.9
Orange River (iron),18023,"Iron, IIIAB",148800.0,1855.0,-30.0,25.0
Orlovka,18029,H5,40500.0,1928.0,56.0,76.75
Oroville,18032,"Iron, IIIAB",24500.0,1893.0,39.68333,-121.63333
Osseo,18037,"Iron, IAB complex",46300.0,1931.0,47.63333,-80.08333
Otchinjau,18041,"Iron, IVA",30000.0,1919.0,-16.5,14.0
Owasco,18060,L6,168400.0,1984.0,41.2,-103.68333
Owens Valley,18061,"Iron, IIIAB",192800.0,1913.0,37.46667,-118.0
Ozona,18066,H6,127500.0,1929.0,30.73333,-101.3
Page City,18070,"Iron, IVA",13630.0,1980.0,39.16667,-101.28333
Pallasovka,34061,"Pallasite, PMG",198000.0,1990.0,49.86667,46.61167
Palmas de Monte Alto,48959,"Iron, IIIAB",97000.0,1954.0,-14.3675,-43.02278
Pampa (b),18084,L4/5,10000.0,1986.0,-23.2,-70.43333
Pampa (c),18085,L4,25000.0,1986.0,-23.2,-70.43333
Pampa (d),18086,L5,12800.0,1986.0,-23.2,-70.43333
Pampa (e),18087,L6,10000.0,1987.0,-23.2,-70.43333
Pampa Providencia,18092,"Iron, IIIAB",12400.0,1994.0,-24.45,-69.57167
Pan de Azucar,18094,"Iron, IAB complex",19500.0,1887.0,-26.5,-69.5
Para de Minas,18099,"Iron, IVA",116300.0,1934.0,-19.86667,-44.61667
Park,18104,L6,13000.0,1969.0,39.11,-100.36167
Patos de Minas (hexahedrite),18113,"Iron, IIAB",32000.0,1925.0,-18.58333,-46.53333
Patos de Minas (octahedrite),18114,"Iron, IAB complex",200000.0,1925.0,-18.58333,-46.53333
Patricia,18115,H5,14900.0,1983.0,32.5,-102.03333
Patuxent Range 91500,18119,L5,16540.6,1991.0,-85.07424,-64.46576
Pooposo,18869,"Iron, IAB-MG",12000.0,1910.0,-18.33333,-66.83333
Pecora Escarpment 91009,18300,L6,18000.0,1991.0,-85.6882,-68.33784
Peetz,18783,L6,11500.0,1937.0,40.95,-103.08333
Pei Xian,18784,Iron,400000.0,1917.0,34.7,117.0
Perryville,18795,"Iron, IIC",17500.0,1906.0,37.73333,-89.85
Picacho,18814,"Iron, IIIAB",22000.0,1952.0,33.2,-105.0
Piedade do Bagre,18817,"Iron, ungrouped",59000.0,1922.0,-18.94167,-44.98333
Pierceville (iron),18819,"Iron, IIIAB",100000.0,1917.0,37.86667,-100.66667
Pinnaroo,18827,Mesosiderite-A4,39400.0,1927.0,-35.38333,140.91667
Piñon,18828,"Iron, ungrouped",17850.0,1928.0,32.66667,-105.1
Pinto Mountains,18829,L6,17900.0,1954.0,34.0,-115.78333
Pipe Creek,18830,H6,13600.0,1887.0,29.68333,-98.91667
Plains,18839,H5,34300.0,1964.0,33.28333,-102.76667
Plainview (1917),18841,H5,700000.0,1917.0,34.11667,-101.78333
Plateau du Tademait 003,31298,L5,10000.0,2002.0,28.29833,0.66667
Plymouth,18850,"Iron, IIIAB",14000.0,1893.0,41.33333,-86.31667
Point Berliet,18854,H5,42000.0,2001.0,20.537,9.53783
Point of Rocks (iron),18855,"Iron, IIIAB",18000.0,1956.0,36.5,-104.5
Polujamki,18861,H4,18350.0,1971.0,52.1,79.7
Porto Alegre,52091,"Iron, IIIE",200000.0,2005.0,-30.03306,-51.23
Potter,18878,L6,261000.0,1941.0,41.23333,-103.3
Prambanan,18884,"Iron, ungrouped",500000.0,1797.0,-7.56667,110.83333
Puente del Zacate,18894,"Iron, IIIAB",30790.0,1904.0,27.86667,-101.5
Purgatory Peak A77006,18904,"Iron, IAB-MG",19068.0,1977.0,-77.33333,162.3
Putnam County,18906,"Iron, IVA",32700.0,1839.0,33.25,-83.25
Qijiaojing,54610,"Iron, ungrouped",160000.0,2003.0,43.75,92.91667
Queen Alexandra Range 99001,21454,Iron,22000.0,1999.0,-84.0,168.0
Quijingue,22362,"Pallasite, PMG",59000.0,1984.0,-10.75,-39.21667
Quinn Canyon,22364,"Iron, IIIAB",1450000.0,1908.0,38.08333,-115.53333
Qulumat Nadqan 001,51400,L3.7,13901.0,2008.0,23.14302,49.53252
Rafrüti,22369,"Iron, ungrouped",18200.0,1886.0,47.0,7.83333
Ragland,22372,LL3.4,12100.0,1982.0,34.76778,-103.55
Ragland Hill,56382,H5,11800.0,1980.0,34.78333,-103.66667
Rakity,22375,L3,11400.0,1971.0,51.8,79.9
Ramlat as Sahmah 202,35636,Mesosiderite,18250.0,2002.0,20.00552,56.41628
Ramlat as Sahmah 204,35638,L6,10248.8,2003.0,20.6282,56.19198
Ramlat as Sahmah 276,50964,L6,12800.0,2008.0,20.5225,56.11768
Ramlat as Sahmah 418,55513,L6,28791.0,2010.0,20.3936,56.22002
Rancho de la Pila (1882),22389,"Iron, IIIAB",46500.0,1882.0,24.11667,-104.3
Rancho Gomelia,22391,"Iron, IIIAB",15650.0,1975.0,24.51667,-105.25
Ransom,22393,H4,15000.0,1938.0,38.61667,-99.93333
Rateldraai,22397,"Iron, IIIAB",549000.0,1909.0,-28.83333,21.13333
Reckling Peak A79015,22470,Mesosiderite-an,10022.0,1979.0,-76.21541,158.5392
Red River,22548,"Iron, IIIAB",800000.0,1808.0,32.0,-95.0
Red Rock,22549,"Iron, IIIAB",47600.0,1976.0,35.41667,-117.91667
Reed City,22552,"Iron, ungrouped",20000.0,1895.0,43.86667,-85.51667
Renfrow,22588,L6,81600.0,1986.0,36.98667,-97.555
Retuerta del Bullaque,56577,"Iron, IAB-MG",100000.0,1980.0,39.45889,-4.3775
Richfield,22600,LL3.7,40800.0,1983.0,37.22222,-101.68139
Richland,22601,"Iron, IIAB",50600.0,1951.0,31.9,-96.4
Rifle,22605,"Iron, IAB-MG",102700.0,1948.0,38.51667,-107.83333
Rio Limay,22609,L5,280000.0,1995.0,-39.85,-69.48333
Rodeo,22643,"Iron, IID",44000.0,1852.0,25.33333,-104.66667
Roebourne,22644,"Iron, IIIAB",86860.0,1892.0,-22.33333,118.0
Romero,22651,H4,17200.0,1938.0,35.76667,-102.95
Rosebud,22767,H5,54900.0,1915.0,30.81667,-97.05
Roundup,22771,"Iron, IIIAB",17590.0,1990.0,46.78333,-108.56667
Rowena,22772,H6,34700.0,1962.0,-29.8,148.63333
Roy (1933),22774,L5,47200.0,1933.0,35.95,-104.2
Ruff's Mountain,22779,"Iron, IIIAB",53070.0,1844.0,34.3,-81.4
Russel Gulch,22788,"Iron, IIIAB",13200.0,1863.0,39.8,-105.5
Sacramento Mountains,22794,"Iron, IIIAB",237200.0,1890.0,32.91667,-104.66667
Safsaf,22795,L6,11870.0,1998.0,30.26667,-4.66667
Saginaw,22797,Iron,44500.0,1979.0,32.86583,-97.32306
Saint Augustine,23080,"Iron, IID",22000.0,1974.0,40.71667,-90.41667
Saint-Aubin,23096,"Iron, IIIAB",472000.0,1968.0,48.48333,3.58333
Salaices,23105,H4,24500.0,1971.0,27.0,-105.25
Saline,23109,H5,30800.0,1901.0,39.4,-100.4
San Angelo,23117,"Iron, IIIAB",88000.0,1897.0,31.41667,-100.35
San Borjita,23118,L4,12300.0,1983.0,-27.55861,-56.13444
San Emigdio,23122,H4,36000.0,1887.0,36.0,-119.0
Sanclerlandia,23132,"Iron, IIIAB",279000.0,1971.0,-16.21667,-50.3
Sandia Mountains,23156,"Iron, IIAB",45000.0,1925.0,35.25,-106.5
Santa Apolonia,23160,"Iron, IIIAB",1316000.0,1872.0,19.21667,-98.3
Santa Catharina,23162,"Iron, IAB-ung",7000000.0,1875.0,-26.21667,-48.6
Santa Clara,23163,"Iron, IVB",63000.0,1976.0,24.46667,-103.35
Santa Luzia,23166,"Iron, IIAB",1918000.0,1921.0,-16.26667,-47.95
Santa Rosa,23167,"Iron, IC",825000.0,1810.0,5.91667,-73.0
Santa Vitoria do Palmar,35478,L3,50400.0,2003.0,-33.50944,-53.41083
Santiago Papasquiero,23169,"Iron, ungrouped",119500.0,1958.0,24.5,-106.0
São João Nepomuceno,23170,"Iron, IVA-an",15300.0,1960.0,-21.55,-43.01667
São Julião de Moreira,23172,"Iron, IIAB",162000.0,1883.0,41.76611,-8.58361
Saotome,23174,"Iron, IVA",10880.0,1892.0,36.5,137.0
Sardis,23177,"Iron, IAB complex",800000.0,1940.0,32.94889,-81.865
Sarepta,23178,"Iron, IAB-MG",14000.0,1854.0,48.48333,44.81667
Sargiin Gobi,23179,"Iron, IAB complex",17500.0,1964.0,45.9835,105.75883
Savannah,23189,"Iron, IIIAB",60000.0,1923.0,35.16667,-88.18333
Sayh al Uhaymir 001,23193,L5,450000.0,2000.0,20.51667,56.66667
Sayh al Uhaymir 250,23423,H4-6,16200.0,2003.0,20.58298,57.3165
Sayh al Uhaymir 266,23439,H5,25014.0,2002.0,20.70713,57.18317
Sayh al Uhaymir 270,23443,H4-6,43508.2,2003.0,20.72918,57.189
Sayh al Uhaymir 277,23450,H6,11643.0,2002.0,20.16658,57.07545
Sayh al Uhaymir 278,23451,L5,27860.8,2002.0,21.26172,57.17887
Sayh al Uhaymir 425,35714,L5-6,10006.7,2005.0,20.93015,57.14505
Sayh al Uhaymir 499,52430,H5,15900.0,2009.0,20.76467,57.26967
Sayh al Uhaymir 504,51866,L5/6,20000.0,2010.0,20.38333,56.76667
Schwetz,23461,"Iron, IIIAB",21500.0,1850.0,53.4,18.45
Scottsville,23466,"Iron, IIAB",10000.0,1867.0,36.76667,-86.16667
Scurry,23468,H5,118000.0,1937.0,32.5,-101.0
Seagraves,23469,H4,13000.0,1962.0,32.93333,-102.58333
Seagraves (c),23471,L6/7,26810.0,1989.0,32.98333,-102.56667
Seeläsgen,23474,"Iron, IAB-MG",102000.0,1847.0,52.26667,15.55
Selma,23486,H4,140600.0,1906.0,32.4,-87.0
Seminole,23488,H4,43900.0,1961.0,32.68333,-102.61667
Seneca Township,23499,"Iron, IVA",11500.0,1923.0,41.78333,-84.18333
Seymchan,23510,"Pallasite, PMG",323300.0,1967.0,62.9,152.43333
Seymour,23511,"Iron, IAB-MG",25900.0,1940.0,37.2375,-92.78694
Shalim 003,23516,H5,10350.0,2001.0,18.18233,55.50183
Shalim 004,23517,H5,10350.0,2001.0,18.18233,55.50183
Shangdu,23523,"Iron, IIIAB",247000.0,1957.0,42.5,114.0
Sharon Springs,23524,L6,23400.0,1983.0,38.77083,-101.79833
Shaw,23526,L6/7,17500.0,1937.0,39.53333,-103.33333
Shingle Springs,23535,"Iron, ungrouped",39000.0,1869.0,38.66667,-120.93333
Shirahagi,23536,"Iron, IVA",22700.0,1890.0,36.7,137.36667
Shişr 010,23548,L5,17604.0,2001.0,18.55,53.97
Shişr 036,23571,H3,10175.0,2002.0,18.50755,53.99325
Shişr 168,52604,H5,12688.0,2004.0,18.60667,53.95117
Shrewsbury,23581,"Iron, IAB-sLL",12000.0,1907.0,39.76667,-76.66667
Sierra Colorada,23588,L5,71300.0,1995.0,-40.8,-67.48333
Sierra Gorda,23590,"Iron, IIAB",26000.0,1898.0,-22.9,-69.35
Signal Mountain,23592,"Iron, IVA",63500.0,1919.0,32.5,-115.5
Silver Crown,23597,"Iron, IAB-MG",11600.0,1887.0,41.23333,-104.98333
Sinawan 001,23607,L6,28600.0,1991.0,31.0,11.66667
Singhur,23612,Pallasite?,14180.0,1847.0,18.31667,73.91667
Skookum,23623,"Iron, IVB",16000.0,1905.0,63.91667,-139.33333
Smara,23648,Eucrite-pmict,12870.0,2000.0,26.68333,-11.73333
Smithonia,23651,"Iron, IIAB",69900.0,1940.0,34.0,-83.16667
Smithville,23654,"Iron, IAB-MG",70500.0,1840.0,35.98333,-85.85
Snyder,23657,H3,16900.0,1983.0,32.71667,-100.91667
Social Circle,23659,"Iron, IVA",99300.0,1927.0,33.7,-83.7
Soledade,23662,"Iron, IAB-MG",68000.0,1986.0,-29.05,-51.43333
Sombrerete,23664,"Iron, IAB-sHL",10000.0,1958.0,23.63333,-103.66667
Somervell County,23665,"Pallasite, PMG",11800.0,1919.0,32.18333,-97.8
Souslovo,23673,L4,19300.0,1997.0,55.4295,55.78727
South Dahna,23677,"Iron, IAB complex",275000.0,1957.0,22.56667,48.3
Spearman,23687,"Iron, IIIAB",10400.0,1934.0,36.25,-101.21667
Springlake,23691,L6,17300.0,1980.0,34.34444,-102.22361
Springwater,23692,"Pallasite, PMG-an",67600.0,1931.0,52.0,-108.3
Ssyromolotovo,23694,"Iron, IIIAB",217000.0,1873.0,58.61667,98.93333
St. Genevieve County,23086,"Iron, IIIF",244500.0,1888.0,37.96667,-90.31667
Starvation Lake,23714,LL3.9,12000.0,1975.0,-30.46667,141.08333
Staunton,23716,"Iron, IIIE",43500.0,1869.0,38.21667,-79.05
Steinbach,23722,"Iron, IVA-an",98000.0,1724.0,50.5,12.5
Stump Spring 083,52752,LL6,13700.0,2010.0,35.98728,-115.85828
Sueilila,45010,LL6,13266.0,2005.0,24.63633,-14.71633
Sukhoj Liman,23739,H4/5,48000.0,1987.0,46.4,30.8
Susuman,23762,"Iron, IIIAB",18900.0,1957.0,62.72139,148.13028
Sychevka,23772,"Iron, IIIAB",65000.0,1988.0,51.125,127.495
Tafassasset,23779,CR-an,114000.0,2000.0,20.76333,10.44167
Taiban,23785,L5,25000.0,1934.0,34.45,-104.01667
Taicang,23787,Stone-uncl,20000.0,1928.0,31.5,121.08333
Talpa,23793,H6,13000.0,1963.0,31.86667,-99.58333
Tamarugal,23794,"Iron, IIIAB",320000.0,1903.0,-20.8,-69.66667
Tambo Quemado,23797,"Iron, IIIAB",141000.0,1950.0,-14.66667,-74.5
Tamentit,23798,"Iron, IIIAB",510000.0,1864.0,27.71667,-0.25
Tamir-Tsetserleg,23799,Stone-uncl,173000.0,1956.0,47.45,101.47917
Tanezrouft 028,23829,H3,15000.0,1991.0,25.25306,0.14028
Tanezrouft 065,23865,L4,30000.0,2002.0,25.4075,0.13639
Tanezrouft 072,31333,H6,62285.0,2002.0,24.43817,0.103
Tanokami Mountain,23872,"Iron, IIIE",174000.0,1885.0,34.91667,135.96667
Taoudenni,51580,Diogenite,24370.0,2007.0,22.79167,-3.96667
Tawallah Valley,23889,"Iron, IVB",75750.0,1939.0,-15.7,135.66667
Tazewell,23891,"Iron, IAB-sLH",27000.0,1853.0,36.43333,-83.75
Tell,23893,H6,16600.0,1930.0,34.38333,-100.4
Tendo,23896,"Iron, IIIAB",10100.0,1910.0,38.35,140.37333
Teocaltiche,23901,Iron,10000.0,1903.0,21.43333,-102.56667
Teplá,23902,"Iron, IIIAB",17000.0,1909.0,49.98333,12.86667
Texline,23906,H5,26200.0,1937.0,36.4,-103.01667
Thiel Mountains,23911,"Pallasite, PMG",31700.0,1962.0,-85.45,-90.0
Thule,23977,"Iron, IIIAB",48600.0,1955.0,76.53333,-67.55
Thunda,23978,"Iron, IIIAB",62100.0,1881.0,-25.7,143.05
Tianlin,23983,"Iron, IAB complex",300000.0,1956.0,24.3,106.1
Tiberrhamine,23985,L6,107000.0,1967.0,28.11667,0.53333
Tieraco Creek,23987,"Iron, IIIAB",41700.0,1922.0,-26.33333,118.33333
Tiffa 001,23991,H5,26900.0,1997.0,19.949,11.933
